Comment,Response Id,Response Date
Please reconsider this reform a lot of people will be negatively affected by this waiver. I oppose the reform.,215121,19 Jul 2016 11:48:40
,215125,19 Jul 2016 11:49:59
"I am a physician assistant working in Robeson County, a county in which most of the popoulation lives in poverty. The waiver will decrease the access to care for many citizens of our county. I do not support the medicaid waiver.",215129,19 Jul 2016 11:50:02
"I am the FNP at a pediatric corporation that is currently in three counties in SE North Carolina. Our corporation in 78% Medicaid. I am greatly concerned about the proposed waiver having up to 15 different PHP's as well as breaking the state into sections. If this is accomplished under the waiver, the administrative costs and burden will dramatically increase for the practices. It will be extremely difficult and time consuming to practices to dispute claims, affecting cash flow to a great extent. I am opposed to the current waiver an hope that CMS will not approve it.",215133,19 Jul 2016 11:51:12
,215137,19 Jul 2016 11:51:24
I work in a pediatric office as a provider where at least 70% of our patients have Medicaid. Changes in the Medicaid program would adversely effect the care that our patients receive. Please reconsider any changes that you are planning to make in the system. Our patients deserve to be able to continue to receive the best care available to them.,215141,19 Jul 2016 11:51:33
"The state of North Carolina's request, known as Section 115 Demonstration waiver, would replace the award-winning CCNC program with a complex and unproven model that could disrupt established provider networks, diminish access to care, and degrade health outcomes for NC Medicaid patients.",215145,19 Jul 2016 11:51:34
"The state of North Carolina's request, known as ""Section 1115 Demonstration Waiver"", to replace the current award-winning program (CCNC) with a complex and unconfirmed plan that could hinder established provider networks, reduce access to care, and destroy health outcomes for North Carolina's Medicaid population.",215149,19 Jul 2016 11:51:51
"I have worked at a free clinic in NC for 16 years.we see people who don't have insurance, but most would qualify for expanded Medicaid if we had adopted it. Many of these people work but don't have benefits, or are just not able. We have over 6000 patients and we do what we can beaut are not able to provide the preventive care that they need, or specialy care if they need that. With Medicaid many of them could get the services they need and contribute more to society. They could also get medications they need and have easier loves",215153,19 Jul 2016 11:52:32
I currently work in a pediatric office as a PA. I cannot possibly support this waiver. I have at least 80% Medicaid in my patient census. This waiver would hurt my practice and the well-being of my patients.,215157,19 Jul 2016 11:52:41
"I work in pediatrics in one of the poorest counties in the state (Robeson County). The Medicaid waiver will result in administrative difficulties that will not only effect the medical welfare of the patient's, but also the welfare of the practice. This change will result in decreased access to care for patients. Please deny the medicaid waiver.",215161,19 Jul 2016 11:52:43
"I know my comment may not ever be read, but I still need to voice my opinion. Medicaid is already a complex program. Turning Medicaid into the same structure they did for Medicare will invite all kind of fraud, waste and abuse. Like everything else they will have to expand state bureaucracies under this new plan. I can not I will not support this Medicaid reform.",215165,19 Jul 2016 11:52:44
"I am a FNP in Eastern NC who helps provide care for children, most of whom have Medicaid for their health insurance. I urge you to reject the waiver put forth by NC legislators to completely obliterate and ruin our successful Medicaid program and keep our current Medicaid & CCNC program.",215169,19 Jul 2016 11:53:49
I work in Southeastern NC and would hate to see this Medicaid Waiver pass! The residents in our county would be affected greatly......the children would not receive adequate care and would suffer if this reform was to pass. Please rethink this and do not pass this Waiver!,215173,19 Jul 2016 11:54:11
"As a LPN at Pediatric Clinic talk to patient families everyday and advised them to Return to the clinic or to other facilities they need to go to, due to the complex issues and multiple problems that they are going through at the time of calling.",215177,19 Jul 2016 11:54:26
"Please deny the medicaid waiver. I work in a pediatric office and feel that we do not need a new medicaid program, instead we need to fix the few problems that exist with the current program.",215181,19 Jul 2016 11:55:00
ll,215185,19 Jul 2016 11:55:10
"As an LPN in NC I currently work an a pediatric clinic, but I've also worked as a LPN Home Health Nurse with children and adults with complex and complicated conditions that required care from multiple specialty clinics like Duke Pediatric Neurology, UNC pediatric GI, UNC Pediatric Neurology, Urology. This reform would hurt these children and adults who lives are already complex more complicated, and their survival harder.",215189,19 Jul 2016 11:55:25
"The NC Medicaid reform proposed would add separate regions, PHP's, and increased amount of administrative burden. This will force children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid waiver process would make that virtually impossible. I refuse to support the proposed reform.",215193,19 Jul 2016 11:55:37
"As a pediatric employee in Robeson County, commonly known as one of the poorest counties in North Carolina, I cannot, will not and do not support this proposed waiver! I believe it will greatly impact the access of care for our patients. We provide care to the most vulnerable patients whose parents do not fully understand healthcare today. The proposed changes that the waiver include would only further complicate healthcare for these parents.",215197,19 Jul 2016 11:55:45
As a provider working in a pediatric practice I oppose the proposed waiver. A majority of our patients are Medicaid and this would limit their ability to receive the health care that they deserve.,215201,19 Jul 2016 11:55:59
"As a pediatric PA in NC, I would like to say that this Medicaid Reform plan is not feasible. This reform is not in the best interest of the patients. It is an attempt to put a band-aid on the growing expense of healthcare. There are many children who will suffer due to these changes and I cannot abide.",215205,19 Jul 2016 11:56:52
"As a pediatrician , I strongly oppose the Medicaid reform. It will just make a complicated situation even more complicated.",215209,19 Jul 2016 11:57:10
"I work in a pediatric practice ( a corporation of 4 pediatric offices). I am concerned that the medicaid waiver will result in confusion and a great burden will be placed on the practices, thus decreasing access to healthcare. I am opposed to the medicaid waiver.",215213,19 Jul 2016 11:57:13
"I work at a pediatric office in NC as a nurse, and I do not support this change. Please deny this waiver and save the Medicaid program. There are other ways to make Medicaid more successful.",215217,19 Jul 2016 11:57:22
"I work at a rural southeastern pediatric clinic as a pediatric nurse practitioner where we are directly involved with CCNC. I see firsthand the benefits this program provides to our NC Medicaid patients. They maintain in close communication with our pediatric Medicaid patients, limiting their ER visits, ensuring they make their specialist appointments, have adequate transportation to their specialist appointments, advising them on maintaining their well child checks, following up on patients with chronic illnesses (i.e. asthma, diabetes mellitus, etc.).",215221,19 Jul 2016 11:57:36
"I work in the pediatric office in NC as a registered nurse, I do not support this change. Please deny this wavier and save our Medicaid program.",215225,19 Jul 2016 11:57:51
CCNC (Community Care of North Carolina) is an award winning program with this new proposed reform waiver CCNC would be eliminated. CCNC has proven to be helpful to children that receive Medicaid and now the state has proposed this waiver that is highly complex and unproven that would disrupt the whole process of providing the quality of care that our children deserve.,215229,19 Jul 2016 11:58:22
I strongly disagree with cutting medcaid. what happens when our children cant go to school because they don't have all the shots or ckups they need...(education)? or what happens when they cant receive dental care so they can smile pretty to? I suppose all of these things are looked over. if this medcaid change happens this will not only affect our children but what about our jobs then the unemployment rate will be on the rise again.,215233,19 Jul 2016 11:58:27
I am a pediatric referral nurse in south eastern North Carolina and I do not support this change. I am asking for this waiver to be denied and for the current Medicaid system be saved.,215237,19 Jul 2016 11:58:42
"As a provider in a pediatric clinic I oppose the switch from the current Medicaid system to 15 different entities. Continuing to make changes in the system to ""save money"" would in fact make things more confusing. Our goal is to provide the best possible care for our patients.",215241,19 Jul 2016 11:59:01
"As a physician assistant in NC, I ask that you decline the waiver to change medicaid and continue to use the successful program already in place. This program grants healthcare to many pediatric receipients that would otherwise have no access to health care.",215245,19 Jul 2016 11:59:17
"I currently work for a pediatric provider in NC. Working in coordination with Community Care of NC, we have worked on reducing visits to the emergency room, and reduced costs by managing referral to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians and patients. Completely overhauling successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215249,19 Jul 2016 11:59:19
In this bad economic times. I feel this will just make it more difficult for patients to get proper care. And the doctors will have to go through an obstacle course to get reimbursed.,215253,19 Jul 2016 11:59:57
"I am a LPN working in Robeson County, one of the poorest counties in NC. I cannot support this wavier because I feel it will greatly affect the access to care for the patient. We are dealing with some of the most vulnerable patients that have parents that do not understand how to navigate the healthcare system, and the waiver will just complicate the entire system.",215257,19 Jul 2016 12:00:25
"As a Pediatrician in southeastern NC, I cannot support the switch from a single ""Medicaid"" to 15 different entities. We see enough issues with the way Medicaid works now and I cannot imagine how much more complicated it would be under that reform. It makes more sense to fix the few issues we have now than to make everything worse! I will not support the Medicaid reform.",215261,19 Jul 2016 12:00:45
"I am a registered nurse in NC who helps provide care for children, most of which have medicaid. I please urge you to reject the waiver put forth by NC legislators to completely obliterate and ruin our successful medicaid program.",215265,19 Jul 2016 12:01:55
"I work for a Pediatric office in North Carolina as a receptionist and I do not support the switch from single ""Medicaid"" to 15 different entities. Medicaid has way too many issues going on now with a complicated system, I mean me being a receptionist I see first hand how Medicaid is affecting a lot of patients with different providers on their cards so just imagine that hassle it will be when trying to deal with multiple entities.",215269,19 Jul 2016 12:02:00
I don't have a clue about Medicaid reform,215273,19 Jul 2016 12:02:08
Please reconsider making changes in the current Medicaid system. I work as a provider in a pediatric office where 70%+ of our patients have Medicaid. I do not want to see them lose the ability to receive the best possible care because they have Medicaid.,215277,19 Jul 2016 12:02:13
"As a parent of a child that receives Medicaid, I cannot support this waiver because I feel it will greatly affect the access of care. The healthcare system is already complex and adding this new waiver would only make the system more challenging. So who is this waiver really helping?",215281,19 Jul 2016 12:02:14
This Medicaid reform will just punish the segment of the population that is helpless and without power- The Children.,215285,19 Jul 2016 12:02:39
Don't know either way about Medicaid refrom,215289,19 Jul 2016 12:02:51
"AS A MEDICAL OFFICE ASSISTANT IN A PEDIATRIC OFFICE I SEE HOW THIS COULD AFFECT OUR PRACTICE, PATIENTS, FAMLIY AND MY SELF. SEEING THAT OUR PRACTICE CONSIST OF ABOUT 70% MEDICAID PATIENTS MOST OF WHICH HAVE LIFE THRETNING DIAGNOSIS THIS REFORM WILL NOT WORK FOR US HERE.",215293,19 Jul 2016 12:03:16
"As a PA in pediatrics, I feel that this is important to voice my concern about this proposed reform. This plan is very short-sighted and is simply a way of shirking responsibility for healthcare expenses. Many children will be poorly served if this takes place.",215297,19 Jul 2016 12:04:09
It makes no sense Health wise or fiscally to pass this proposed Medicaid Waiver. Stop and do the right thing for the citizens of North Carolina and do not pass this referendum.,215301,19 Jul 2016 12:04:22
"As a nurse in children's health in North Carolina, I see how a reform to Medicaid will be an administrative nightmare. I work in an office in which 76% of our patients receive assistance from Medicaid. Also, the company in which I work for operates in 5 different offices, each in different counties. It is possible that with the proposed changes, some of our offices may end up in different regions. I cannot support the proposed reform to Medicaid.",215305,19 Jul 2016 12:04:29
"I simply do not support the Medicaid waiver in the Medicaid Reform Plan. However, I'd support Politicians who came together to propose this nonsense and politicians who support this waiver to have to rely on this plan for their own healthcare! I could surely get behind that! Since surely they've never encountered serious or reoccurring health problems!",215309,19 Jul 2016 12:04:31
"I am a Pediatrician born and raised in Robeson County, NC. I came back to practice medicine in my home county because I wanted to help improve the healthcare of the poor. I never dreamed we would be dealing with such a complicated Medicaid system, and now we are looking at a more complicated system if the proposed Medicaid reform is adopted. Please do not do this!!!",215313,19 Jul 2016 12:04:55
I work for a pediatric practice in NC as a registered nurse and I am opposed to this waiver and after reading the different comments posted I have found no pediatrician thinks this will be good for their patients or their practice. Say no to the waiver!,215317,19 Jul 2016 12:04:59
"I work in the finance department of a Pediatric clinic whose patient population of Medicaid recipients are just under 80%. If this waiver isn't denied, patient care will be the start of the damning consequences many pediatric practices will face. Ultimately leading to higher unemployment rates and closed practices. Why put taxpayers at great risk when the Community Care of North Carolina program has already been well-organized and proven effective?",215321,19 Jul 2016 12:05:28
I'm part of front desk staff at a pediatrics clinic in North Carolina. I feel how Medicaid reform will affect patient and their families on a daily basis. All patient receiving Medicaid will have more difficulties to received care. It could also affect my job as well. Also it will make the patients and their families care much complicated. As an employee in the Medical field I cannot support the proposed Medicaid waiver,215325,19 Jul 2016 12:05:42
"The State of North Carolina's request, known as Section 1115 Demonstration waiver, would replace the award-winning Community Care of North Carolina (CCNC) program with a complex and unproven model that could disrupt established provider networks, diminish access to care, and degrade health outcomes for North Carolina's Medicaid population.",215329,19 Jul 2016 12:05:55
I work for a pediatric practice in NC as a registered nurse and I am opposed to this waiver and after reading the different comments posted I have found no pediatrician thinks this will be good for their patients or their practice. Say no to the waiver!,215333,19 Jul 2016 12:05:57
"As a pediatric referral specialist feel that the changes to the current Medicaid system will not only affect the patients in my facility but also my family. A great majority of our patients are Medicaid recipients, who receive services everyday. These changes will cause further difficulty for these patients and myself to receive care.Medicaid reform will not only hurt those who need health services but it will also hinder the jobs of medical professionals like myself. I do not support the Medicaid Reform waiver.",215337,19 Jul 2016 12:06:02
THIS REFORM CAN NOT BE SERIOUS. HAVING TO BE TOLD WHEN YOU CAN GO AND NOT GO TO SEE YOUR DOCTOR...WHAT ABOUT OUR PARENTS WITH CHILDREN WHO HAVE HIGH RISK MEDICAL PROBLEMS? THIS WILL NOT WORK.,215341,19 Jul 2016 12:06:49
I as a medical referral nurse do not support the Medicaid reform waiver.,215345,19 Jul 2016 12:07:08
"I'm a parent, employee, and friend. I live in one of the poorest counties in NC. Over half our county receives Medicaid. If you pass this wavier majority of this county will be affected in so many ways. Children will not get the care they need, many offices will close and the unemployment rate will rise.",215349,19 Jul 2016 12:07:30
"I work for a pediatric practice in NC as a registered nurse and I am opposed to this waiver. It makes sense to stick with what works, even though we have a few issues, it would be better to fix them than create more with a more complicated system.",215353,19 Jul 2016 12:07:42
"I am a Medical Assistant for Children's Health of the Carolina's, which is a pediatric office in the Southeastern region of North Carolina. As a crossed trained employee, I see first hand how the Medicaid reform could effect both my family, as well as our patients. Over 70% of our patients are Medicaid,and they will suffer greatly in trying to receive the quality care that they deserve. The medicaid reform makes me fear for my job security, but also saddens me that our patients will not receive quality care like those patients with United Healthcare or BCBS. I work for a company who collaborates with CCNC to ensure we provide the best care possible, and we also decreased ER visits. I do not understand why one would want to demolish a system that is working for us. I cannot support a system that does not support our patients. We treat our patients like family, and this reform is basically telling them that although we are family, I cannot give you the quality care that you deserve. I completely understand that the reform is trying to cut cost, however, is cutting cost worth losing employees and patients? Absolutely not!",215357,19 Jul 2016 12:07:50
"As a pediatrician, I oppose this Medicaid reform. This just constrains the care that a provider can give but can also limit the options of the patient.",215361,19 Jul 2016 12:07:56
"As a pediatric nurse practitioner, I am very afraid that this new Medicaid legislation may impact my job as health care provider as well as others across the state. If this legislation passes, I fear that many health care providers may close their businesses and further limit the access to care that our Medicaid patients have. I am located in a rural county with only 3 pediatric offices and losing any of these offices, will greatly impact our Medicaid patients. There is no way that this legislation can benefit our NC Medicaid patients if providers quit their jobs and offices close their doors. However, NC legislature needs to understand that it takes money to operate an office and any lack of funds can impact keeping an office open. Also, providers are not going to stay employed by taking pay cuts because NC Medicaid chooses to greatly decrease their reimbursements.",215365,19 Jul 2016 12:08:00
"I am a Registered Nurse in Easter NC who helps provide care for children ,most of whom have Medicaid for their health insurance. I urge you to reject the waiver put forth by NC legislators to completely obliterate and ruin our successful Medicaid program and keep our current Medicaid program.",215369,19 Jul 2016 12:08:22
"I work in pediatrics every day. In fact, in my office, most of our patients receive Medicaid. A change to the Medicaid program directly correlates to a reduction in adequate care for our patients. In continuation, it directly affects my job. I do not see how North Carolina can propose this reform to Medicaid and expect it to help those it directly affects. Not only will it create such a burden on the practice at the administrative level, it will also cause a greater burden on the families receiving Medicaid benefits. A change to the Medicaid program is a negative change for North Carolina.",215373,19 Jul 2016 12:08:23
"I am a LPN at a pediatric corporation that is currently in three counties in SE North Carolina. Our corporation is 78% Medicaid. I am greatly concerned about the proposed waiver having up to 15 different PHPs as well as breaking the state into sections. If this is accomplished under the waiver, the administrative costs and burden will dramatically increase for the practices. It will be extremely difficult and time-consuming to practices to dispute claims, affecting cash flow to a great extent. I am opposed to the current waiver and hope that CMS will not approve it.",215377,19 Jul 2016 12:08:47
As a registered nurse in a pediatric clinic I do not support the switch from a single Medicaid to 15 different entities. This would impede our progress with getting patients with Medicaid the help they need.,215381,19 Jul 2016 12:10:02
"I am a physician assistant in Robeson County. The wavier will put our practice and to our patients at risk. I care for many complicated patients that receive care from our specialists that come to our office from Duke, UNC, and New Hanover. The waiver would restrict access to these specialists and affect the quality care they received. Please consider rejecting the waiver to help North Carolina's children.",215385,19 Jul 2016 12:10:13
I am currently working as a referral consultant for a pediatric clinic and I do not support the Medicaid waiver. We have worked very hard at improving care coordination and reducing costs by managing referrals. I am opposed to the proposed Medicaid Waiver for North Carolina.,215389,19 Jul 2016 12:10:25
"I work at a pediatric office in North Carolina as a receptionist, and I do not support this ""Medicaid"" change. I wish that you would deny the waiver and help save our Medicaid Program.",215393,19 Jul 2016 12:10:33
"I do not see how the proposed changes will help children get the care they need. Overhauling a system that has included so many advancements, is costly and unnecessary. The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amounts of administrative burden will force these children to go without the medical care they need. Specifically for those children who are in need of advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",215397,19 Jul 2016 12:10:53
"My child receives Medicaid, and I also work in health care. I see first hand how the Medicaid reform will only hurt offices and patients. It is not fair to the patients that they have to suffer because they have Medicaid. Providers will not be able to adequately provide quality care.",215401,19 Jul 2016 12:10:56
"As a pediatrician,children which see as the most vulnerable amongst us will be affected negatively the most.",215405,19 Jul 2016 12:11:07
"I am a LPN in Eastern NC who helps provide care for children, most of whom have Medicaid for their health insurance. I urge you to reject the waiver put forth by NC Legislators to completely obliterate and ruin our successful Medicaid program and keep our current Medicaid and CCNC program.",215409,19 Jul 2016 12:11:19
"I work at a pediatric office in rural NC and I see no good that would come from this proposed waiver. Medicaid reimbursement is already low with this waiver payment would be almost non existent and in a county where majority of the population receive Medicaid assistance how can a doctor's office survive if payment for services are not being meet. This waiver would shut down a lot of clinics which would cause a lot of good, hard working people who care about patients to lose their jobs.",215413,19 Jul 2016 12:11:20
I am a registered nurse in a pediatric clinic I refuse to support a reform that includes a Medicaid waiver because this means our patients will have a greater difficulty to receive the care that they need and deserve under NC's Medicaid program.,215417,19 Jul 2016 12:11:40
I'm an Interpreter at a Children's Clinic in North Carolina. As an employee I see clearly how the proposed Medicaid reform could affect my family and the patients we see every day. The majority of patients have Medicaid and this reform will definitely will have a negative impact on their health care. I opposed this reform .,215421,19 Jul 2016 12:12:01
I am a registered nurse in a pediatric clinic I refuse to support a reform that includes a Medicaid waiver because this means our patients will have a greater difficulty to receive the care that they need and deserve under NC's Medicaid program.,215425,19 Jul 2016 12:12:20
"As an office manager of a pediatric office, I do not see how the Medicaid reform will help children to get the medical care that is needed. I can see how it will make it more difficult for seeking care in low income/poor areas where a high percentage of children are receiving Medicaid.
I cannot support the Medicaid reform.",215429,19 Jul 2016 12:12:20
"As an office manager of a pediatric office, I do not see how the Medicaid reform will help children to get the medical care that is needed. I can see how it will make it more difficult for seeking care in low income/poor areas where a high percentage of children are receiving Medicaid.
I cannot support the Medicaid reform.",215433,19 Jul 2016 12:12:25
"I am a nurse working with children. I cannot support the waiver because I feel it will greatly affect the access to care for the patient. We are dealing with some of the most vulnerable patients that have parents that do not understand how to navigate the healthcare system, and the waiver will just complicate the entire system.",215437,19 Jul 2016 12:12:30
"I am a Family Nurse Practitioner at a pediatrics office in Southeastern NC which serves a diverse population,but the majority of our patients are low income and have Medicaid. As an employee I am concerned with the effects that Medicaid reform will have on our most vulnerable population. The proposed changes will have a direct negative impact on patient access to quality care and services. Reforming Medicaid will also have a negative financial impact on healthcare providers as well as our patients. I do not support the proposed Medicaid Waiver.",215441,19 Jul 2016 12:12:34
"The NC Section 1115 demonstration waiver is going to replace the award winning CCNC Community Care of North Carolina program with a very complex and unproven model that would disrupt established provider networks, diminish access to care, and degrade health outcomes for the NC Medicaid population. I can not support this Medicaid waiver knowing that the children of North Carolina will suffer beyond comprehension. The taxpayers of North Carolina should be outraged that our elected officials would even consider passing Medicaid reform.",215445,19 Jul 2016 12:12:35
"Let's say that a COMPLIANT diabetic has new symptoms arising, and has to come in every week so that the provider can monitor their health. You mean to tell me that we will not be properly compensated , therefore resulting the patient not being able to receiving quality care? This is not right at all!",215449,19 Jul 2016 12:12:48
I feel as though the Medicaid waiver included in Governor McCrory's Medicaid Reform is not feasible. I do not support this Medicaid reform.,215453,19 Jul 2016 12:13:17
Our corporation is 78% Medicaid. I am opposed to the current waiver and hope that CMS will not approve it.,215457,19 Jul 2016 12:13:26
"Too many third parties representatives in a mix will only cause disaster. We are talking about people's health. This is not a game, and this reform will do nothing but hurt offices and patients.",215461,19 Jul 2016 12:13:44
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215465,19 Jul 2016 12:13:57
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215469,19 Jul 2016 12:14:09
I AM A MOA (MEDICAL OFFICE ASSITANT) IN A PEDIATRICS OFFICE AND I CAN SEE FIRST HAND HOW THIS MEDICAID REFORM COULD AFFECT OUR MEDICAID PATIENTS. SOME OF OUR PATIENTS NEED TO BE SEEN MORE OFTEN THAN OTHERS BECAUSE OF THEIR CONDITION WHICH MEANS WITH THE MEDICAID REFORM IT WOULD KEEP THE PATIENT FROM BEING SEEN AS OFTEN AS THEY NEEDED TO BE IF THE VISITS ARE LIMITED. PLEASE DO NOT PASS THIS BILL BECAUSE IT WOULD GREATLY AFFECT HIGH RISK CHILDREN.,215473,19 Jul 2016 12:14:15
I hope you take the time to read all of these comments. If you do you will see how you are going to affect so many peoples lives because of bad choices/decisions. These people that you are affecting are the people who voted you in as governor. Why would you consider destroying so many lives?,215477,19 Jul 2016 12:14:16
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215481,19 Jul 2016 12:14:18
"As a Physician Assistant in a pediatric clinic in Robeson County, I am very concerned about the Medicaid reform. It is hard for Medicaid insured children to get the healthcare that they need. With the reform, we will make this process even harder. We will be punishing these children! Please do not support this waiver.",215485,19 Jul 2016 12:14:32
"I work at pediatric office in NC as part of the Front Desk Staff , I strongly disagree with this change . Please deny this waiver and help keep out Medicaid Program intact",215489,19 Jul 2016 12:14:33
Please reject this waiver and place your efforts on improving quality healthcare services for our patients who receive Medicaid benefits.Work toward improving the system that we already have in place rather than making it more difficult to for patients to receive the care that they need and deserve.,215493,19 Jul 2016 12:14:39
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215497,19 Jul 2016 12:14:41
I currently work in pediatrics. The inclusion of a Medicaid waiver would be detrimental to our practice and to my employment in a clinic where the majority of the patients have Medicaid. Our patients come to us because they know they will receive quality care for issues ranging from simple to complex. I refuse to support a reform that includes a Medicaid waiver because this means our patients will have a greater difficulty to receive the care that they deserve under North Carolina's Medicaid program.,215501,19 Jul 2016 12:14:44
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215505,19 Jul 2016 12:14:51
I AM A MEDICAL OFFICE ASSISTANT WHO REALLY LIKES MY JOB DUE TO THE FACT THAT I KNOW THAT I CAN HELP SAVE A CHILDS LIFE. I WORK IN A PEDIATRIC OFFICE THAT IS MAJORITY MEDICAID. BEING ABLE TO SERVICE THE PATIENTS IS SOMETHING THAT I REALLY ENJOY. IF THIS ACT PASS THEN IT WILL VERY HARD TO PLEASE THE PATIENTS THAT COME IN THIS OFFICE KNOWING THE STORY BEHIND THIS ACT. TAKING MEDICAID AWAY WILL NOT ONLY MAKE ME START TO WORRY ABOUT MY JOB BUT WILL THE PATIENTS GET THE CARE THEY NEED BECAUSE OF THE SITUATION. I HIGHLY PLEAD THAT THIS MEDICAID ACT BE REVOKED AND CONTINUE THE WAY IT HAS BEEN.,215509,19 Jul 2016 12:14:56
I am a pediatrician in a corporation. This waiver will not only affect patient care but also jobs. With such dramatic increase in financial burden in the administrative cost. We will be forced to lay off some of our employees to make our practice work.,215513,19 Jul 2016 12:14:58
As a registered nurse in the pediatric field it is not fair to punish the children of NC by increasing the number of hurdles they must cross in order to receive the care they need. Think about the children...please consider removing the waiver to help NC's Children!,215517,19 Jul 2016 12:15:41
"I work at a pediatric office in NC as a Family Nurse Practitioner, and I do not support this change because it will have a negative impact on our patients and our ability to provide quality care in a timely manner. The proposed Medicaid Waiver will not benefit our most vulnerable population. Please deny this waiver and preserve our current Medicaid Program.",215521,19 Jul 2016 12:15:47
As an employee of a pediatric office that consists of 76% Medicaid patients I see first hand how this refoem is going to have a negative impact on our patients.,215525,19 Jul 2016 12:16:06
I am a Medical Office Assistant for a pediatric office. Over 75% of our office is comprised of Medicaid patients. The medicaid reform will not work if it does not directly help those who utilize the services.,215529,19 Jul 2016 12:16:08
"I work in a pediatric clinic where 3 out of every 4 patient receives Medicaid. The Medicaid reform will not work for patients, it will make it more complicated for patients and staff to navigate/understand the system.
I do not support the reform",215533,19 Jul 2016 12:16:11
I am now currently working in a pediatric office in Cumberland County and Cumberland county is close to being one of the poorest counties in NC. I greatly believe that majority of our Medicaid patients will not understand the waiver and it will just complicate an already complicated system.,215537,19 Jul 2016 12:16:16
"I work for a Pediatric practice in North Carolina as a nurse and I do not support the switch from a single ""Medicaid"" to 15 different entities. We see enough issues with the way Medicaid is now and I cannot imagine how much more complicated with will become for patients, providers, and billing who have to deal with multiple entities. It only makes sense to stick with what works, even though we do have a few issues, it would be better to fix them than to create more with a more complicated system. This would also impede our progress with getting patients with Medicaid the help they need from mental health providers.",215541,19 Jul 2016 12:16:58
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215545,19 Jul 2016 12:17:06
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215549,19 Jul 2016 12:17:19
"Working in a pediatric practice, I feel like the healthcare for our patients and children in our county will be degraded if the proposed Medicaid waiver is passed. Completely replacing the CCNC system that is working efficiently for physicians, patients and staff seems absurd. I strongly oppose the passing of the Medicaid Waiver!",215553,19 Jul 2016 12:17:25
"Without this reform, it is already a struggle for some Medicaid patients to receive the quality care that they need. This reform, and the waiver, will only make things ten times harder.",215557,19 Jul 2016 12:17:29
"Medicaid reform should be directed towards improving care &access for those who need Medicaid, not make it more difficult!",215561,19 Jul 2016 12:17:35
I cannot support the waiver because I feel it will greatly affect the access to care for the patient. Think about the children that will be affected by this change.,215565,19 Jul 2016 12:17:45
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",215569,19 Jul 2016 12:18:03
